id,title,url,editors,year,in_franzini,in_sahle,franzini_id,tei_declared,xml_downloadable,available,period,language,variance,ride
0382,epidat ─ Forschungsplattform für jüdische Grabsteinepigraphik,http://www.steinheim-institut.de/cgi-bin/epidat?lang=de,"Hg. von Thomas Kollatz. Essen: Salomon Ludwig Steinheim-Institut, 2006-.",2006,no,yes,,,,,,,,
0383,Epigraphische Sammlung der Universität Graz,http://gams.uni-graz.at/context:epsg,"Geleitet von Peter Mauritsch. Graz: Institut für Alte Geschichte und Altertumskunde, Karl-Franzens-Universität Graz, 2016-.",2016,no,yes,,,,,,,,
0384,ePistolarium: Circulation of Knowledge and Learned Practices in the 17th-century Dutch Republic,http://ckcc.huygens.knaw.nl/epistolarium/,"Ed. by Wijnand Mijnhardt, Frans Blom, Erik-Jan Bos, Martin Bossenbroek, Bas Doppen et. al. Den Haag: 2013.",2013,no,yes,,,,,,,,
0385,Erasmus Darwin. The Temple of Nature (1803),https://romantic-circles.org/editions/darwin_temple/,"Ed. by Martin Priestman. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 2006.",2006,no,yes,,,,,,,,
0386,Érdy-kódex,http://sermones.elte.hu/erdy/,,,yes,no,278,no,no,yes,Middle Ages; Early Modern,HUN; LAT,yes,no
0387,Erek - digital,https://digi.ub.uni-heidelberg.de/erd/index.html,"Hrsg. v. Joan Dalmases Paredes. Heidelberg: Universität Heidelberg, 2023-.",2023,no,yes,,,,,,,,
0388,Erich Mühsam - Tagebücher,http://muehsam-tagebuch.de,Hg. von Chris Hirte und Conrad Piens. s.l.: wohl 2011.,2011,no,yes,,,,,,,,
0389,Ernst Toller - Digitale Briefedition,http://www.tolleredition.de/,"Hrsg. von Stefan Neuhaus u.a. Koblenz: Universität Koblenz, 2017.",2017,no,yes,,,,,,,,
0390,Estoria de Espanna Digital,http://estoria.bham.ac.uk/,,,yes,no,271,yes,no,yes,Middle Ages,SPA,yes,no
0391,Estoria de Espanna Digital,https://blog.bham.ac.uk/estoriadigital/,"Ed. Aengus Ward. Birmingham: University of Birmingham, 2016.",2016,no,yes,,,,,,,,
0392,Eugenio Pacelli - Kritische Online-Edition der Nuntiaturberichte von 1917-1929,https://www.pacelli-edition.de/,"Hg. von Hubert Wolf et al. Münster: Westfälische Wilhelms-Universität Münster, 2010.",2010,no,yes,,,,,,,,
0393,Euripides Scholia,http://euripidesscholia.org,"Created by Donald J. Mastronarde. Berkeley (CA): University of California Berkeley, 2010; Beta Version 1. 2020; Version 1.",2010,yes,yes,17,yes,no,yes,Antiquity; Middle Ages,GRC,partly,no
0394,EvQ,https://erquran.org,"Ed. by Shady Hekmat Nasser. Cambridge: Harvard University, 2023.",2023,no,yes,,,,,,,,
0395,Excerpts from the Chronicle of Matthew of Edessa,http://byzantini.st/ChronicleME/,,,yes,no,206,yes,no,yes,Middle Ages,ARM,yes,no
0396,Exile Letters. Korrespondenzen jüdischer Familien zwischen Emigration und Deportation,https://exileletters.de/index.html,"Hg. von Rita Schlautmann-Overmeyer und Simon Dreher. Münster: Universität Münster, Institut für vergleichende Städtegeschichte, 2024.",2024,no,yes,,,,,,,,
0397,Exploring Digital Mary Magdalene,https://maria-magdalena.ub.uni-freiburg.de/,"Dir. by Racha Kirakosian. Boston/Freiburg: Harvard University / Albert-Ludwigs-University, 2021-.",2021,no,yes,,,,,,,,
0398,Expositiones in Psalmos,https://psalmcatenae.acdh-dev.oeaw.ac.at/html/index.html,"Uta Heil et. al. Vienna: Austrian Academy of Sciences, s.a. [probably 2021].",2021,no,yes,,,,,,,,
0399,"Fables: Ancient and Modern. Adapted for the Use of Chilrden by William Godwin, Esq.",https://romantic-circles.org/editions/fables,"Ed. by Suzanne L. Barnett and Katherine Bennett Gustafson. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 2014.",2014,no,yes,,,,,,,,
0400,Familiensache? Die Korrespondenz der Kaiserin Eleonora Magdalena (1655–1720),https://kaiserin-eleonora.oeaw.ac.at/,,,yes,no,345,yes,yes,yes,Early Modern,GER,yes,no
0401,Fanchali Jób-kódex,http://www.tankonyvtar.hu/hu/tartalom/tkt/fanchali-job-kodex/adatok.html,,,yes,no,267,yes,no,no,Early Modern,HUN; LAT; SLK,yes,no
0402,Faust Edition,http://beta.faustedition.net/,,,yes,no,216,yes,yes,yes,Early Modern; Long Nineteenth Century,GER,yes,no
0403,Faustedition / Johann Wolfgang Goethe: Faust. Historisch-kritische Edition,http://faustedition.net/,"Herausgegeben von Anne Bohnenkamp-Renken, Silke Henke und Fotis Jannidis. Frankfurt am Main: Freies Deutsches Hochstift, 2018.",2018,no,yes,,,,,,,,
0404,Fausto: uma existência digital,https://web.archive.org/web/20251112104607/http://www.faustodigital.com/,"Dirigida por Jerónimo Pizarro e Carlos Pittella-Leite, com Filipa de Freitas, Patricio Ferrari, Nicolás Barbosa e José Camões. Lisboa/Bogotá: Centro de Estudos de Teatro / Cátedra de Estudios Portugueses Fernando Pessoa, 2016.",2016,no,yes,,,,,,,,
0405,Feldpost - II. Weltkrieg,https://briefsammlung.de/feldpost-zweiter-weltkrieg/,Hg. von der Museumsstiftung Post und Telekommunikation. Berlin: 2009.,2009,no,yes,,,,,,,,
0406,Felicia Dorothea Hemans: The Sceptic. A Hemans-Byron Dialogue (1820),https://romantic-circles.org/editions/sceptic/,"Ed. by Nanora Sweet and Barbara Taylor. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 2004.",2004,no,yes,,,,,,,,
0407,Ferdinand Ebner: Gesammelte Werke. Online Edition.,http://wfe.sbg.ac.at/exist/apps/Frontpage/index.html,"Herausgegeben von Richard Hörmann. Salzburg: Universität Salzburg, 2014.",2014,no,yes,,,,,,,,
0408,Ferdinand Gregorovius Poesie und Wissenschaft - Gesammelte deutsche und italienische Briefe,https://gregorovius-edition.dhi-roma.it,"Hg. von Angela Steinsiek. Rom: Deutsches Historisches Institut Rom, 2017-.",2017,no,yes,,,,,,,,
0409,Ferdinand Tönnies-Briefedition | FTBE,https://www.ftbe.de,"Projektleitung: Thomas Burch, Hans-Georg Soeffner, Uwe Dörk, Martin Lätzel. Konstanz: Kommunikations-, Informations-, Medienzentrum (KIM) der Universität Konstanz, 2021-2024.",2024,no,yes,,,,,,,,
0410,Ferruccio Busoni – Briefe und Schriften,https://busoni-nachlass.org/de/Index,"Hg. von Christian Schaper und Ullrich Scheideler. Berlin: Fachbereich Musikwissenschaft der Humboldt-Universität zu Berlin, 2016-.",2016,no,yes,,,,,,,,
0411,Flos - Digital Edition. Leonardo Pisano: Flos super solutionibus quorundam questionum ad numerum et ad geometriam vel ad utrumque pertinentium,https://web.archive.org/web/20220519011710/http://iu.di.unipi.it/flos/,"A cura di Alessandra Giammalva. Pisa: Università di Pisa, 2009.",2009,no,yes,,,,,,,,
0412,Folger Shakespeare Editions,http://www.folgerdigitaltexts.org/,,,yes,no,46,yes,yes,yes,Middle Ages,ENG,not provided,no
0413,Fontes Civitatis Ratisponensis: Das Älteste Bürgeraufnahmebuch der Reichsstadt Regensburg,https://web.archive.org/web/20150923055341/http://bhgw20.kfunigraz.ac.at/bb1.htm,"Bearbeitet von Susanne Kropač nach Vorarbeiten des Projektteams ""Regensburger Bürger/Häuserbuch"". Graz: 1997.",1997,no,yes,,,,,,,,
0414,Fontes Civitatis Ratisponensis: Das Stiftungsbuch des Bruderhauses (Bestand Almosenamt),https://web.archive.org/web/20160609183129/http://bhgw20.kfunigraz.ac.at/editions/ab1488/index.htm,Bearbeitet von Heidrun Boshof. Graz: 2003.,2003,no,yes,,,,,,,,
0415,"Fontes Civitatis Ratisponensis: Die Cameralia des Stadtarchivs Regensburg, Bd. 11: Ausgebbuch, Ausgaben der Stadt Regensburg 1429 - 1435",https://web.archive.org/web/20160609181016/http://bhgw20.kfunigraz.ac.at/editions/c11/index.htm,"Bearbeitet von Matthias P. Perstling. Graz: Karl-Franzens-Universität, 2006.",2006,no,yes,,,,,,,,
0416,Forest Finns' Letters to Gottlund,https://editiot.finlit.fi/exist/apps/gottlund,"Ed. by Maria Niku, Kirsi Keravuori and Marko Myllyaho. Helsinki: Suomalaisen Kirjallisuuden Seura (SKS), 2020.",2020,no,yes,,,,,,,,
0417,Formulae-Litterae-Chartae: Neuedition der frühmittelalterlichen Formulae,https://www.formulae.uni-hamburg.de/edition-und-datenbank.html,"Geleitet von Prof. Dr. Philippe Depreux. Hamburg: Universität Hamburg, 2020-.",2020,no,yes,,,,,,,,
0418,Forschungsdaten Wilhelm Windelband,https://elekpub.bib.uni-wuppertal.de/edition-fgww,"Hg. von Gerald Hartung und Jörn Bohr. Wuppertal: Institut für Grundlagenforschung zur Philosophiegeschichte (IGP), 2022.",2022,no,yes,,,,,,,,
0419,Founders Online,https://founders.archives.gov,"National Historical Publications and Records Commission (NHPRC), in partnership with University of Virginia Press, 2013-.",2013,no,yes,,,,,,,,
0420,"Four Early Chan Texts from Dunhuang – A TEI-based Edition 早期禪宗文獻四部 —— 以TEI標記重訂敦煌寫卷:楞伽師資記,傳法寶紀,修心要論,觀心論",https://zenodo.org/record/1133490#.WuR5t65l_IU,"Ed. by Marcus Bingenheimer 馬德偉, Chang Po-Yung 張伯雍. Taipei: Shin Wen Feng 新文豐, 2018. (Vol. 1: Facsimiles and Diplomatic Transcription 摹寫版 (ISBN: 978-957-17-2274-0), Vol. 2: Parallel, Punctuated and Annotated Edition 對照與點注版 (ISBN: 978-957-17-2275-7), Vol. 3: Calligraphy Practice 抄經版 (ISBN: 978-957-17-2276-4).)",2018,no,yes,,,,,,,,
0421,Francesco Guicciardini: Storia d'Italia,https://guicciardini-storia-italia.huma-num.fr,"Edité par Paola Moreno et Pierre Jodogne. Liège: Liège Université, 2019.",2019,no,yes,,,,,,,,
0422,Franco-Hungarian literary relations in the 20th century/Les relations littéraires entre la France et la Hongrie au XXe siècle,http://frhu20.iti.btk.mta.hu/,"Édité par Anna Tüskés. Institut d’Etudes Littéraires de l'Académie Hongroise des Sciences, 2016-2020.",2016,yes,yes,306,no,no,yes,Modern,FRA; ENG; HUN,yes,no
0423,Frank Wedekinds Korrespondenz digital,https://briefedition.wedekind.h-da.de,"Geleitet von Prof. Dr. Ariane Martin und Prof. Dr. Uta Störl. Mainz/Darmstadt: Editions- und Forschungsstelle Frank Wedekind, 2015-.",2015,no,yes,,,,,,,,
0424,Frankenstein,https://romantic-circles.org/editions/frankenstein/editions.2009.frankenstein,"Ed. by Stuart Curran. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 2009.",2009,yes,yes,47,yes,no,yes,Long Nineteenth Century,ENG,not provided,no
0425,Frankenstein Variorum,https://frankensteinvariorum.org,Hrsg. von Elisa Beshero-Bondar and Raffaele Viglianti. Greensburg: University of Pittsburgh Greensburg / Maryland: MITH 2017-.,2017,no,yes,,,,,,,,
0426,"Frankenstein; or, the Modern Prometheus",http://knarf.english.upenn.edu/,,,yes,no,129,no,no,yes,Long Nineteenth Century,ENG,not provided,no
0427,Franz Kafka: Der Process,http://www.textkritik.de/fka/dokumente/process.htm,"Hg. von Roland Reuß in Zusammenarbeit mit Peter Staengle. Basel / Frankfurt a.M.: Stroemfeld, 1997; ISBN 978-3878774945; 12 Hefte + 1 CD-ROM.",1997,no,yes,,,,,,,,
0428,Frederick Douglass Papers - Digital Edition,https://frederickdouglasspapersproject.com/s/digitaledition/page/home,"ed. by John R. McKivigan. Indianapolis (IN): Indiana University, 2016.",2016,no,yes,,,,,,,,
0429,Freischütz Digital,https://edition.freischuetz-digital.de/,"Hrsg. von Joachim Veit, Meinard Müller, Thomas Betzwieser, Gerd Szwillus. Detmold: Musikwissenschaftliches Seminar Detmold/Paderborn, 2015-.",2015,no,yes,,,,,,,,
0430,Friedrich Dürrenmatt: Das Stoffe-Projekt,https://www.fd-stoffe-online.ch/,"Hrsg. von Rudolf Probst und Ulrich Weber. Zürich/Bern: Diogenes Verlag AG / Schweizerisches Literaturarchiv SLA, 2021-.",2021,no,yes,,,,,,,,
0431,"Friedrich Dürrenmatt: Die Physiker. Multimediale Dokumentation zum Text, zur Entstehung und zur Wirkungsgeschichte auf CD-ROM",http://web.archive.org/web/20170201133036/http://www.nb.admin.ch/sla/03131/03132/03574/03655/index.html?lang=en,"Hg. von Rudolf Probst und Beat Zimmerli. Bern: Schweizerisches Literaturarchiv, 2001; ISBN 978-3952237205; CD-ROM.",2001,no,yes,,,,,,,,
0432,From Goslar to Grasmere. William Wordsworth: Electronic Manuscripts,http://collections.wordsworth.org.uk/GtoG/home.asp?page=FrontPage,"Jeff Cowton (Curator), Sally Bushell and Richard Light. Lancaster: Lancaster University, 2008.",2008,no,yes,,,,,,,,
0433,Frühneuzeitliche Geburtsbriefe aus Mainz,https://teaching-dhlab.pages.gitlab.rlp.net/geburtsbriefemainz/home/,"Geleitet von Jaap Geraerts und Monika Barget. Mainz: Leibniz-Institut für Europäische Geschichte (IEG) / Johannes Gutenberg-Universität Mainz, 2021.",2021,no,yes,,,,,,,,
0434,Furnace and Fugue – A Digital Edition of Michael Maier's Atalanta fugiens (1618) with Scholarly Commentary,https://furnaceandfugue.org/,"Ed. by Tara Nummedal and Donna Bilak. Charlottesville: University of Virginia Press, 2020. DOI: https://doi.org/10.26300/bdp.ff.",2020,no,yes,,,,,,,,
0435,Gabriel Harvey's Livy Online,http://abo.annotatedbooksonline.com/#binding-5-1,,,yes,no,148,no,no,yes,Early Modern,ENG,not provided,no
0436,"Galenus' commentary on Hippocrates' ""On the articulations""",http://pom.bbaw.de/cmg/,"Hg. von Christian Brockmann. Berlin: Berlin-Brandenburgische Akademie der Wissenschaften, 2005-2008.",2005,yes,yes,100,no,no,yes,Antiquity,GRC,not provided,no
0437,Galileo Galilei's Notes on Motion,http://www.mpiwg-berlin.mpg.de/Galileo_Prototype/MAIN.HTM,"Hg. von Peter Damerow, Jürgen Renn et al. Berlin / Florenz: Max-Planck-Institut für Wissenschaftsgeschichte / Nationalbibliothek Florenz / Istituto e Museo di Storia della Scienza, 1998-1999.",1998,yes,yes,149,no,no,yes,Early Modern,ITA,not provided,no
0438,Gaul/Raczyński Map,https://atlasfontium.pl/language/en/gaul-raczynski-map,"Ed. by Tomasz Panecki. Warsaw: Polish Academy of Sciences, Institute of History, 2022.",2022,no,yes,,,,,,,,
0439,GeldKunstNetz – Rechnungsbücher der Stettin-Danziger Kaufmannbankiersfamilie Loitz. Kommentierte Online-Edition und Netzwerkanalyse,https://www.geldkunstnetz.gwi.uni-muenchen.de/,"Lipińska, Aleksandra, Schröder-Bornkampf, Bettina, Grulkowski, Marcin, Hristov, Filip, Simonini, Giulia. München: Institut für Kunstgeschichte (Ludwig-Maximilians-Universität München), 2021-.",2021,no,yes,,,,,,,,
0440,Geoffrey Chaucer's Book of the Duchess: a hypertext edition,http://web.archive.org/web/20141204201458/http://www.ucalgary.ca/ucpress/online/pubs/duchess/Websample/titlepge.htm,"Ed. by Murray McGillivray. Calgary (AB): University of Calgary Press, 1997; ISBN 978-1552380369; CD-ROM.",1997,no,yes,,,,,,,,
0441,Geoffrey Chaucer's Book of the Duchess: A Hypertext Edition,http://press.ucalgary.ca/books/9781552380369,,,yes,no,85,yes,no,no,Middle Ages,ENG,not provided,no
0442,Geoffroi Malaterra: *Histoire du Grand Comte Roger et de son frère Robert Guiscard*,https://www.unicaen.fr/puc/sources/malaterra/,"Édité par Marie-Agnès Lucas-Avenel. Caen: Presses universitaires de Caen, 2016.",2016,no,yes,,,,,,,,
0443,Georg Brandes: Digitale Hovedstrømninger,https://www.georgbrandes.dk/,"Lasse Horne Kjældgaard (Projektleder), Jens Bjerring-Hansen (Vice-projektleder) og Jens Bjerring-Hansen (Hovedredaktør). København: Det Danske Sprog- og Litteraturselskab, 2019-.",2019,no,yes,,,,,,,,
0444,Georg Wilhelm Schimper. In Abyssinia. Observations on Tigre.,http://exist.ghil.ac.uk:8079/Schimper/index.html,"Edited by Andreas Gestrich and Dorothea McEwan in collaboration with Stefan Hanß. London: German Historical Institute, 2015.",2015,no,yes,,,,,,,,
0445,"George Etheridge's Encomium on Henry VIII addressed to Elizabeth II, British Library Royal MS 16 C X",http://hellenic-institute.rhul.ac.uk/Research/Etheridge/,,,yes,no,198,yes,no,no,Early Modern,GRC,no,no
0446,Gergei Albert: Árgirus históriája (version 1),http://www.tankonyvtar.hu/en/tartalom/tkt/argirus-historiaja/adatok.html,,,yes,no,272,yes,no,no,Early Modern,HUN; LAT,yes,no
0447,German Heritage in Letters,https://germanletters.org,"Washington DC: German Historical Institute, 2019.",2019,no,yes,,,,,,,,
0448,Gesamtausgabe der Briefe Friedrich Fröbels,https://editionen.bbf.dipf.de/exist/apps/briefedition-friedrich-froebel/index.html,"Hg. von Helmut Heiland. Berlin: Bibliothek für Bildungsgeschichtliche Forschung, 2008.",2008,no,yes,,,,,,,,
0449,GezelleBrOn. Gezelles Brieven Online,https://edities.kantl.be/gezelle/index.htm,"[No responsible editors or project lead mentioned]. Gent: Universiteit Antwerpen/Guido Gezellearchief, Openbare Bibliotheek Brugge/Guido Gezelle Genootschap/KANTL-CTB, 2020–.",2020,no,yes,,,,,,,,
0450,Giovanni Battista Ramusio: Dei viaggi di Messer Marco Polo,http://edizionicafoscari.unive.it/it/edizioni/libri/978-88-6969-00-06/giovanni-battista-ramusio/,"A cura di Samuela Simion e Eugenio Burgio. Edizione critica digitale progettata e coordinata da Eugenio Burgio, Marina Buzzoni e Antonella Ghersetti. Venezia: Università Ca' Foscari, 2015.",2015,no,yes,,,,,,,,
0451,Gli anni della cupola. 1417-1436,http://www.operaduomo.firenze.it/cupola/,"A cura di Margaret Haines. Firenze : Archivio digitale delle fonti dell'Opera di Santa Maria del Fiore, 1994-2004 [project], 2001 [first publication], 2015 [relaunch].",2001,no,yes,,,,,,,,
0452,Glossae in Martianum. Die Glossen zu Martianus Capella im Codex 193 der Kölner Dombibliothek.,http://www.martianus.mueze.lmu.de/index.htm,"Hrsg. von Monika Isépy und Bernd Posselt. München: Münchener Zentrum für Editionswissenschaft, 2010.",2010,no,yes,,,,,,,,
0453,Glossae in Persium - Die Persius-Glossen der sogenannten Tradition B,http://www.persius.mueze.lmu.de/ghtm/gfr.htm,"Hg. von Martin Hellmann, Stefan Ullrich und Claudia Wiener. München: Münchener Zentrum für Editionswissenschaft, 2010-2011.",2010,no,yes,,,,,,,,
0454,Glossae Scripturae Sacrae-electronicae (Gloss-e): Gloses et commentaires de la Bible latine au Moyen Âge,https://gloss-e.irht.cnrs.fr,"Ed. by Martin Morard. Paris: Institut de recherche et d'histoire des textes, 2016.",2016,no,yes,,,,,,,,
0455,Glossae.net,http://www.glossae.net,,,yes,no,48,yes,no,yes,Middle Ages,LAT,not provided,no
0456,GlossViBe,https://gams.uni-graz.at/glossvibe,"Ed. by Berhard Bauer. Graz: Zentrum für Informationsmodellierung, 2023.",2023,no,yes,,,,,,,,
0457,Goetgevonden - De resoluties van de Staten-Generaal,https://goetgevonden.nl/,"Project Leadership: Lex Heerma van Voss and Joris Oddens. Amsterdam: Huygens Institute for Dutch History and Culture, 2019-2024.",2024,no,yes,,,,,,,,
0458,Gottfried Keller: Sämtliche Werke,http://www.gottfriedkeller.ch/hkka/projekt.php,"Unter der Leitung von Walter Morgenthaler. Basel / Frankfurt a.M. / Zürich: Stroemfeld Verlag / Verlag Neue Zürcher Zeitung, 1996-.",1996,no,yes,,,,,,,,
0459,Gottfried Semper. Critical and Commented Edition,https://semper-edition.ch/,"Geleitet von Philip Ursprung, Sonja Hildebrand und Michael Gnehm. Zürich/Mendrisio: ETH Zürich und der USI Mendrisio, 2020.",2020,yes,yes,322,yes,yes,yes,Long Nineteenth Century,GER,yes,no
0460,Gottfried Wilhelm Leibniz: Naturwissenschaftlich- medizinisch-technische Schriften – Reihe VIII der Akademieausgabe,https://www.leibnizedition.de/reihen/reihe-viii/,"Hg. von der Berlin-Brandenburgischen Akademie der Wissenschaften und der Российская Академия Наук; In Zusammenarbeit mit dem Centre National de la Recherche Scientifique, der Gottfried Wilhelm Leibniz Bibliothek Hannover und der Herzog August Bibliothek Wolffenbüttel. Berlin et.al.: BBAW et al., s.a. [before 2007].",2007,no,yes,,,,,,,,
