register,entry,lemma,reading,witnesses,type,isLemma
main,collazione-18:0.1.0.27.0.2,ful blithe,ful gladBo1CnDdDs1En1GlHa4HtMaMmPh2PsPwPyRa2,Bo1 Cn Dd Ds1 En1 Gl Ha4 Ht Ma Mm Ph2 Ps Pw Py Ra2,,false
main,collazione-18:0.1.0.27.0.2,ful blithe,wel blitheAd1En3,Ad1 En3,,false
main,collazione-18:0.1.0.27.0.2,ful blithe,blitheFi,Fi,,false
main,collazione-18:0.1.0.27.0.3,and glad was,and glad was,Edition,,true
main,collazione-18:0.1.0.27.0.3,and glad was,and glad wasEditionAd1Bo2BwCpElEn3FiHa3HgIiLaLcLd1Ld2LnMgNlRa3Ry1Ry2SeSl1Sl2,Edition Ad1 Bo2 Bw Cp El En3 Fi Ha3 Hg Ii La Lc Ld1 Ld2 Ln Mg Nl Ra3 Ry1 Ry2 Se Sl1 Sl2,,false
main,collazione-18:0.1.0.27.0.3,and glad was,and glad isCx1Cx2NePnTc2Wy,Cx1 Cx2 Ne Pn Tc2 Wy,,false
main,collazione-18:0.1.0.27.0.3,and glad was,and blithe wasBo1GlHa4MmPh2PwPy,Bo1 Gl Ha4 Mm Ph2 Pw Py,,false
main,collazione-18:0.1.0.27.0.3,and glad was,wasAd3ChCnDdDs1En1HtMaPsRa2Tc1,Ad3 Ch Cn Dd Ds1 En1 Ht Ma Ps Ra2 Tc1,,false
main,collazione-18:0.1.0.27.0.4,euery wight,euery wight,Edition,,true
main,collazione-18:0.1.0.27.0.4,euery wight,euery wightEditionAd1Ad3Bo1Bo2BwChCnCpCx1Cx2DdDs1ElEn1En3FiGlHa3Ha4HgHtIiLaLcLd1Ld2LnMaMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1Ry2SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Fi Gl Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ln Ma Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.28.0.1,And,And,Edition,,true
main,collazione-18:0.1.0.28.0.1,And,AndEditionAd1Ad3Bo1Bo2BwChCnCpCx1Cx2DdDs1En1En3FiGlHa3Ha4HgHtIiLaLcLd1Ld2LnMaMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1Ry2SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 En1 En3 Fi Gl Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ln Ma Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.28.0.1,And,AEl,El,,false
main,collazione-18:0.1.0.28.0.2,telle he moste his tale,telle he moste his tale,Edition,,true
main,collazione-18:0.1.0.28.0.2,telle he moste his tale,telle he moste his taleEditionAd1Ad3Bo1Bo2ChCnCpDdDs1ElEn1Ha3Ha4HgIiMaNlPh2PsPyRy1,Edition Ad1 Ad3 Bo1 Bo2 Ch Cn Cp Dd Ds1 El En1 Ha3 Ha4 Hg Ii Ma Nl Ph2 Ps Py Ry1,,false
main,collazione-18:0.1.0.28.0.2,telle he moste his tale,telle he mosteCx1Cx2NePnWy,Cx1 Cx2 Ne Pn Wy,,false
main,collazione-18:0.1.0.28.0.2,telle he moste his tale,telle moste his taleHtRa2Tc1,Ht Ra2 Tc1,,false
main,collazione-18:0.1.0.28.0.2,telle he moste his tale,telle moste heTc2,Tc2,,false
main,collazione-18:0.1.0.28.0.2,telle he moste his tale,tellen he moste his taleBwEn3GlLaLcLd1MgMmPwRa3Ry2SeSl1Sl2,Bw En3 Gl La Lc Ld1 Mg Mm Pw Ra3 Ry2 Se Sl1 Sl2,,false
main,collazione-18:0.1.0.28.0.2,telle he moste his tale,tellen forth his taleFi,Fi,,false
main,collazione-18:0.1.0.28.0.2,telle he moste his tale,tellen he mosteLd2-modLn,Ld2-mod Ln,,false
main,collazione-18:0.1.0.28.0.2,telle he moste his tale,tellenLd2-orig,Ld2-orig,,false
main,collazione-18:0.1.0.28.0.3,as was resoun,as was resoun,Edition,,true
main,collazione-18:0.1.0.28.0.3,as was resoun,as was resounEditionAd3Bo1ChElHa4HgHtLcMgPh2PsPyTc1,Edition Ad3 Bo1 Ch El Ha4 Hg Ht Lc Mg Ph2 Ps Py Tc1,,false
main,collazione-18:0.1.0.28.0.3,as was resoun,as it was resounBo2BwCnCpCx1Cx2DdDs1En1GlIiLaLd1Ld2LnMaMmNeNlPnPwRa3Ry2SeSl1Sl2Tc2Wy,Bo2 Bw Cn Cp Cx1 Cx2 Dd Ds1 En1 Gl Ii La Ld1 Ld2 Ln Ma Mm Ne Nl Pn Pw Ra3 Ry2 Se Sl1 Sl2 Tc2 Wy,,false
main,collazione-18:0.1.0.28.0.3,as was resoun,as is resounHa3Ry1,Ha3 Ry1,,false
main,collazione-18:0.1.0.28.0.3,as was resoun,as resoun wasRa2,Ra2,,false
main,collazione-18:0.1.0.28.0.3,as was resoun,bi resounAd1En3,Ad1 En3,,false
main,collazione-18:0.1.0.28.0.3,as was resoun,it is resounFi,Fi,,false
main,collazione-18:0.1.0.29.0.1,By forward,By forward,Edition,,true
main,collazione-18:0.1.0.29.0.1,By forward,By forwardEditionAd1Ad3Bo1BwChCnCpCx1Cx2DdDs1ElEn1En3FiGlHa4HgHtIiLaLcLd1Ld2LnMaMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1Ry2SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Fi Gl Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ln Ma Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.29.0.1,By forward,By forewarBo2,Bo2,,false
main,collazione-18:0.1.0.29.0.1,By forward,By forwardes pleyneHa3,Ha3,,false
main,collazione-18:0.1.0.29.0.2,and by,and by,Edition,,true
main,collazione-18:0.1.0.29.0.2,and by,and byEditionAd1Ad3Bo1Bo2BwChCnCpCx1Cx2DdDs1ElEn1En3Ha4HgIiLaLcLd1Ld2LnMaMgMmNeNlPh2PnPsPwPyRa3Ry2SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Ha4 Hg Ii La Lc Ld1 Ld2 Ln Ma Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra3 Ry2 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.29.0.2,and by,andFiHa3HtRa2,Fi Ha3 Ht Ra2,,false
main,collazione-18:0.1.0.29.0.2,and by,and eke byGl,Gl,,false
main,collazione-18:0.1.0.29.0.2,and by,of hisRy1,Ry1,,false
main,collazione-18:0.1.0.29.0.3,composicioun,composicioun,Edition,,true
main,collazione-18:0.1.0.29.0.3,composicioun,composiciounEditionAd1Ad3Bo1Bo2BwChCnCpCx1Cx2DdDs1ElEn1En3FiGlHa3Ha4HgHtIiLaLcLd1Ld2LnMaMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1Ry2SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Fi Gl Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ln Ma Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.30.0.1,As,As,Edition,,true
main,collazione-18:0.1.0.30.0.1,As,AsEditionAd1Ad3Bo1Bo2BwChCpCx1Cx2DdDs1ElEn1En3FiGlHa3HgIiLaLcLd1Ld2LnMaMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cp Cx1 Cx2 Dd Ds1 El En1 En3 Fi Gl Ha3 Hg Ii La Lc Ld1 Ld2 Ln Ma Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.30.0.1,As,AndCnHa4HtRy2,Cn Ha4 Ht Ry2,,false
main,collazione-18:0.1.0.30.0.2,ye,ye,Edition,,true
main,collazione-18:0.1.0.30.0.2,ye,yeEditionAd1Ad3Bo1Bo2BwChCpCx1Cx2DdDs1ElEn1En3FiGlHa3Ha4HgHtIiLaLcLd1Ld2LnMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1Ry2SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cp Cx1 Cx2 Dd Ds1 El En1 En3 Fi Gl Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ln Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.30.0.2,ye,that yeCnMa,Cn Ma,,false
main,collazione-18:0.1.0.30.0.3,han,han,Edition,,true
main,collazione-18:0.1.0.30.0.3,han,hanEditionAd1Ad3Bo1Bo2BwChCnCpCx1Cx2DdDs1ElEn1En3FiGlHa3Ha4HgHtIiLaLcLd1Ld2LnMaMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1Ry2SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Fi Gl Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ln Ma Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.30.0.4,herd,herd,Edition,,true
main,collazione-18:0.1.0.30.0.4,herd,herdEditionAd1Ad3Bo1Bo2BwChCnCpCx1Cx2DdDs1ElEn1En3FiGlHa3Ha4HgHtIiLaLcLd1Ld2LnMaMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1Ry2SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Fi Gl Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ln Ma Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.30.0.5,what,what,Edition,,true
main,collazione-18:0.1.0.30.0.5,what,whatEditionAd1Ad3Bo1Bo2BwChCnCpCx1Cx2DdDs1ElEn1En3FiGlHa3Ha4HgHtIiLaLcLd1Ld2LnMaMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1Ry2SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Fi Gl Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ln Ma Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.30.0.6,nedeth,nedeth,Edition,,true
main,collazione-18:0.1.0.30.0.6,nedeth,nedethEditionAd1Ad3Bo1Bo2BwChCnCpCx1Cx2DdDs1ElEn1En3GlHa3Ha4HgHtIiLaLcLd1Ld2LnMaMgMmNeNlPh2PnPsPwPyRa2Ry1Ry2SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Gl Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ln Ma Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ry1 Ry2 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.30.0.6,nedeth,nedeFi,Fi,,false
main,collazione-18:0.1.0.30.0.6,nedeth,nedesRa3,Ra3,,false
main,collazione-18:0.1.0.30.0.7,wordes,wordes,Edition,,true
main,collazione-18:0.1.0.30.0.7,wordes,wordesEditionAd1Ad3Bo1Bo2BwChCnCpCx1Cx2DdDs1ElEn1En3FiGlHa3Ha4HgHtIiLaLcLd1Ld2LnMaMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1Ry2SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Fi Gl Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ln Ma Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.30.0.8,mo,mo,Edition,,true
main,collazione-18:0.1.0.30.0.8,mo,moEditionAd1Ad3Bo1Bo2BwChCnCpCx1Cx2DdDs1ElEn1En3FiGlHa3Ha4HgHtIiLaLcLd1Ld2LnMaMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1Ry2SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Fi Gl Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ln Ma Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.31.0.1,And whan,And whan,Edition,,true
main,collazione-18:0.1.0.31.0.1,And whan,And whanEditionAd1Ad3Bo1Bo2BwChCnCpCx1Cx2DdDs1ElEn1En3FiGlHa3Ha4HgHtIiLaLcLd1LnMaMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Fi Gl Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ln Ma Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.31.0.1,And whan,And thanLd2Ry2,Ld2 Ry2,,false
main,collazione-18:0.1.0.31.0.2,this,this,Edition,,true
main,collazione-18:0.1.0.31.0.2,this,thisEditionAd1Ad3Bo1Bo2BwChCnCpCx1Cx2DdDs1ElEn1En3FiGlHa3Ha4HgHtIiLaLcLd1Ld2MaMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1Ry2SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Fi Gl Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ma Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.31.0.2,this,þeLn,Ln,,false
main,collazione-18:0.1.0.31.0.3,goode man,goode man,Edition,,true
main,collazione-18:0.1.0.31.0.3,goode man,goode manEditionAd1Ad3Bo1Bo2BwChCnCpCx1Cx2DdDs1ElEn1En3FiGlHa3Ha4HgIiLaLcLd1Ld2LnMaMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1Ry2SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Fi Gl Ha3 Ha4 Hg Ii La Lc Ld1 Ld2 Ln Ma Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.31.0.3,goode man,goodeHt,Ht,,false
main,collazione-18:0.1.0.31.0.4,saugh that,saugh that,Edition,,true
main,collazione-18:0.1.0.31.0.4,saugh that,saugh thatEditionAd1Ad3Bo1Bo2BwChCpCx1Cx2DdDs1ElEn1En3GlHa3Ha4HgHtIiLaLcLd1Ld2LnMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1Ry2SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cp Cx1 Cx2 Dd Ds1 El En1 En3 Gl Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ln Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.31.0.4,saugh that,saughCnFiMa,Cn Fi Ma,,false
main,collazione-18:0.1.0.31.0.5,it was so,it was so,Edition,,true
main,collazione-18:0.1.0.31.0.5,it was so,it was soEditionAd1Ad3Bo1Bo2ChCnCpCx1Cx2DdDs1ElEn1En3GlHa3Ha4HtIiLaLcLd1Ld2LnMaMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1Ry2SeSl1Sl2Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Gl Ha3 Ha4 Ht Ii La Lc Ld1 Ld2 Ln Ma Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Sl2 Tc2 Wy,,false
main,collazione-18:0.1.0.31.0.5,it was so,it wasHg,Hg,,false
main,collazione-18:0.1.0.31.0.5,it was so,it is soTc1,Tc1,,false
main,collazione-18:0.1.0.31.0.5,it was so,it soFi,Fi,,false
main,collazione-18:0.1.0.31.0.5,it was so,is was soBw,Bw,,false
main,collazione-18:0.1.0.32.0.1,As he that,As he that,Edition,,true
main,collazione-18:0.1.0.32.0.1,As he that,As he thatEditionAd1Ad3Bo1Bo2BwChCnCpCx1Cx2DdDs1ElEn1En3FiGlHa3Ha4HgHtIiLaLcLd1Ld2LnMaMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1Ry2SeSl1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Fi Gl Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ln Ma Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Tc2 Wy,,false
main,collazione-18:0.1.0.32.0.1,As he that,And heTc1,Tc1,,false
main,collazione-18:0.1.0.32.0.1,As he that,And thatSl2,Sl2,,false
main,collazione-18:0.1.0.32.0.2,wys was,wys was,Edition,,true
main,collazione-18:0.1.0.32.0.2,wys was,wys wasEditionAd1Ad3Bo1Bo2BwChCnCpDdDs1ElEn1En3GlHa4HgHtIiLaLcLd1Ld2LnMaMgMmPh2PwPyRa2Ra3Ry1Ry2SeSl1Sl2,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cn Cp Dd Ds1 El En1 En3 Gl Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ln Ma Mg Mm Ph2 Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Sl2,,false
main,collazione-18:0.1.0.32.0.2,wys was,was wysCx1Cx2FiHa3NeNlPnPsTc1Tc2Wy,Cx1 Cx2 Fi Ha3 Ne Nl Pn Ps Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.32.0.3,and obedient,and obedient,Edition,,true
main,collazione-18:0.1.0.32.0.3,and obedient,and obedientEditionAd1Ad3Bo1Bo2BwChCnCpCx1Cx2DdDs1ElEn1En3FiGlHa3Ha4HgHtIiLaLcLd1Ld2LnMaMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1Ry2SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Fi Gl Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ln Ma Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.33.0.1,To kepe,To kepe,Edition,,true
main,collazione-18:0.1.0.33.0.1,To kepe,To kepeEditionAd1Ad3Bo1-modBo2ChCnCpCx1Cx2DdDs1ElEn1En3Ha3Ha4HgIiLnMaNeNlPh2PnPsPyRa3Ry1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1-mod Bo2 Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Ha3 Ha4 Hg Ii Ln Ma Ne Nl Ph2 Pn Ps Py Ra3 Ry1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.33.0.1,To kepe,To kepenBwFiGlLaLcLd1Ld2MgMmPwRy2SeSl1,Bw Fi Gl La Lc Ld1 Ld2 Mg Mm Pw Ry2 Se Sl1,,false
main,collazione-18:0.1.0.33.0.1,To kepe,To hi kepeBo1-orig,Bo1-orig,,false
main,collazione-18:0.1.0.33.0.1,To kepe,TokeHtRa2,Ht Ra2,,false
main,collazione-18:0.1.0.33.0.2,his forward,his forward,Edition,,true
main,collazione-18:0.1.0.33.0.2,his forward,his forwardEditionAd1Ad3Bo1Bo2BwChCnCpCx1Cx2DdDs1ElEn1En3FiGlHa3Ha4HgHtIiLaLcLd1Ld2LnMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1Ry2SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Fi Gl Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ln Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.33.0.2,his forward,þe forwardMa,Ma,,false
main,collazione-18:0.1.0.33.0.3,by,by,Edition,,true
main,collazione-18:0.1.0.33.0.3,by,byEditionAd1Ad3Bo1Bo2BwChCnCpCx1Cx2DdDs1ElEn1En3FiGlHa3Ha4HgHtIiLaLcLd1Ld2LnMaMgMmNePh2PnPsPwRa2Ra3Ry1Ry2SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Fi Gl Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ln Ma Mg Mm Ne Ph2 Pn Ps Pw Ra2 Ra3 Ry1 Ry2 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.33.0.3,by,and byNl,Nl,,false
main,collazione-18:0.1.0.33.0.3,by,andPy,Py,,false
main,collazione-18:0.1.0.33.0.4,his free assent,his free assent,Edition,,true
main,collazione-18:0.1.0.33.0.4,his free assent,his free assentEditionAd1Ad3Bo2BwChCnCpCx1Cx2DdDs1ElEn1En3FiGlHa3Ha4HgIiLaLcLd1Ld2LnMaMgMmNeNlPnPsPwPyRa3Ry1Ry2Se-modSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo2 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Fi Gl Ha3 Ha4 Hg Ii La Lc Ld1 Ld2 Ln Ma Mg Mm Ne Nl Pn Ps Pw Py Ra3 Ry1 Ry2 Se-mod Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.33.0.4,his free assent,his owne assentHtRa2,Ht Ra2,,false
main,collazione-18:0.1.0.33.0.4,his free assent,free assentBo1Ph2Se-orig,Bo1 Ph2 Se-orig,,false
main,collazione-18:0.1.0.34.0.1,He seyde,He seyde,Edition,,true
main,collazione-18:0.1.0.34.0.1,He seyde,He seydeEditionAd1Ad3Bo1Bo2BwChCpCx1Cx2ElEn3FiGlHa4HgHtIiLaLcLd1Ld2LnMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1Ry2SeSl1Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cp Cx1 Cx2 El En3 Fi Gl Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ln Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.34.0.1,He seyde,And seydeCnDdDs1En1Ha3MaSl2,Cn Dd Ds1 En1 Ha3 Ma Sl2,,false
main,collazione-18:0.1.0.34.0.2,syn,syn,Edition,,true
main,collazione-18:0.1.0.34.0.2,syn,synEditionAd1Ad3Bo1Bo2BwChCnCpCx1Cx2DdDs1ElEn1En3FiGlHa3Ha4HgHtIiLcLd1Ld2MgMmNeNlPh2PnPwPyRa2Ra3Ry1Ry2SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Fi Gl Ha3 Ha4 Hg Ht Ii Lc Ld1 Ld2 Mg Mm Ne Nl Ph2 Pn Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.34.0.2,syn,syn thatLaPs,La Ps,,false
main,collazione-18:0.1.0.34.0.2,syn,soneLn,Ln,,false
main,collazione-18:0.1.0.34.0.2,syn,FurstMa,Ma,,false
main,collazione-18:0.1.0.34.0.3,I,I,Edition,,true
main,collazione-18:0.1.0.34.0.3,I,IEditionAd1Ad3Bo1Bo2BwChCnCpCx1Cx2DdDs1ElEn1En3FiGlHa3Ha4HgHtIiLaLcLd1Ld2LnMaMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1Ry2SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Fi Gl Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ln Ma Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.34.0.4,shal bigynne,shal bigynne,Edition,,true
main,collazione-18:0.1.0.34.0.4,shal bigynne,shal bigynneEditionAd1Ad3Bo1Bo2BwChCnCpCx1Cx2DdDs1ElEn1En3FiGlHa3Ha4HgHtIiLaLcLd1Ld2LnMaMgMmNeNlPh2PnPsPwPyRa2Ra3Ry1Ry2SeSl1Sl2Tc1Tc2Wy,Edition Ad1 Ad3 Bo1 Bo2 Bw Ch Cn Cp Cx1 Cx2 Dd Ds1 El En1 En3 Fi Gl Ha3 Ha4 Hg Ht Ii La Lc Ld1 Ld2 Ln Ma Mg Mm Ne Nl Ph2 Pn Ps Pw Py Ra2 Ra3 Ry1 Ry2 Se Sl1 Sl2 Tc1 Tc2 Wy,,false
main,collazione-18:0.1.0.34.0.5,the game,the game,Edition,,true
